Year,Rank,Artist,Song,Song_genre,Genre,relevant_genres,primary_genre
2002,22,Enrique Iglesias,Hero,Hero,"['pop', 'latin', 'romantic', 'Love', 'male vocalists']","['pop', 'latin']",pop
2002,23,Michelle Branch,All You Wanted,All You Wanted,"['pop', 'female vocalists', 'rock', 'singer-songwriter', 'pop rock']","['pop', 'rock']",pop
2002,24,Pink,Get the Party Started,Get the Party Started,"['pop', 'pink', 'dance', 'female vocalists', 'rock']","['pop', 'rock']",pop
2002,25,Chad Kroeger,Hero,Hero,"['rock', 'Soundtrack', 'alternative rock', 'alternative', 'Soundtracks']",['rock'],rock
2002,26,Default,Wasting My Time,Wasting My Time,"['rock', 'alternative rock', 'alternative', 'default', 'Canadian']",['rock'],rock
2002,27,Creed,One Last Breath,One Last Breath,"['rock', 'alternative rock', 'Creed', 'Grunge', 'alternative']",['rock'],rock
2002,28,Shakira,"Whenever, Wherever","Whenever, Wherever","['pop', 'Shakira', 'dance', 'latin', 'sexy']","['pop', 'latin']",pop
2002,29,Jennifer Lopez,I’m Gonna Be Alright,Im Gonna Be Alright,"['pop', 'jennifer lopez', 'dance', 'latin', 'rnb']","['pop', 'latin', 'rnb']",pop
2002,30,Cam’ron,Oh Boy,Oh Boy,"['Hip-Hop', 'camron', 'rap', 'oh boy', 'hip hop']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2002,32,No Doubt,Hey Baby,Hey Baby,"['pop', 'rock', 'female vocalists', 'alternative', 'No Doubt']","['pop', 'rock']",pop
2002,34,Mario,Just a Friend 2002,Just a Friend 2002,"['rnb', 'cover', 'male vocalists', 'soul', 'dance']","['rnb', 'soul']",r&b
2002,35,Sheryl Crow,Soak up the Sun,Soak up the Sun,"['pop', 'female vocalists', 'rock', 'summer', 'Sheryl Crow']","['pop', 'rock']",pop
2002,36,Pink,Don’t Let Me Get Me,Dont Let Me Get Me,"['pop', 'P!nk', 'female vocalists', 'rock', 'pop rock']","['pop', 'rock']",pop
2002,38,Tweet,Oops (Oh My),Oops (Oh My),"['rnb', 'female vocalists', 'dance', '00s', 'tweet']",['rnb'],r&b
2002,39,Kelly Clarkson,A Moment Like This,A Moment Like This,"['pop', 'female vocalists', 'Kelly Clarkson', 'American Idol', 'Ballad']",['pop'],pop
2002,40,Truth Hurts,Addictive,Addictive,"['rnb', 'Hip-Hop', 'sexy', '00s', 'hip hop']","['rnb', 'Hip-Hop', 'hip hop']",r&b
2002,41,Ashanti,Happy,Happy,"['rnb', 'Ashanti', 'pop', 'soul', 'happy']","['rnb', 'pop', 'soul']",r&b
2002,42,John Mayer,No Such Thing,No Such Thing,"['acoustic', 'rock', 'john mayer', 'pop', 'singer-songwriter']","['rock', 'pop']",rock
2002,43,Pink,Just Like a Pill,Just Like a Pill,"['pop', 'pop rock', 'female vocalists', 'rock', 'pink']","['pop', 'rock']",pop
2002,45,Kylie Minogue,Can’t Get You Out Of My Head,Cant Get You Out Of My Head,"['pop', 'dance', 'sexy', 'female vocalists', 'catchy']",['pop'],pop
2002,47,Eminem,Cleanin’ out my Closet,Cleanin out my Closet,"['rap', 'Eminem', 'Hip-Hop', 'hip hop', 'angry']","['rap', 'Hip-Hop', 'hip hop']",rap
2002,48,Musiq,Halfcrazy,Halfcrazy,"['rnb', 'Neo-Soul', 'soul', 'slow jams', 'Love']","['rnb', 'soul']",r&b
2002,49,Mr. Cheeks,"Lights, Camera, Action!","Lights, Camera, Action!","['Hip-Hop', 'pop', 'rap', 'fast', 'dance']","['Hip-Hop', 'pop', 'rap']",hip hop
2002,50,Big Tymers,Still Fly,Still Fly,"['rap', 'hip hop', 'Hip-Hop', 'Soundtrack', 'still fly']","['rap', 'hip hop', 'Hip-Hop']",rap
2002,51,Alicia Keys,A Woman’s Worth,A Womans Worth,"['soul', 'rnb', 'Alicia Keys', 'female vocalists', 'piano']","['soul', 'rnb']",soul
2002,52,Craig David,7 Days,7 Days,"['rnb', 'pop', 'craig david', 'british', '00s']","['rnb', 'pop']",r&b
2002,53,Cam’ron,Hey Ma,Hey Ma,"['Hip-Hop', 'rap', 'hip hop', 'hey ma camron', 'chill']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2002,55,Ludacris,Move Bitch,Move Bitch,"['rap', 'hip hop', 'Hip-Hop', 'skins', 'Dirty South']","['rap', 'hip hop', 'Hip-Hop']",rap
2002,56,LeAnn Rimes,Can’t Fight the Moonlight,Cant Fight the Moonlight,"['pop', 'country', 'female vocalists', 'LeAnn Rimes', 'Soundtrack']","['pop', 'country']",pop
2002,57,Enrique Iglesias,Escape,Escape,"['pop', 'latin', 'dance', 'Love', 'latin pop']","['pop', 'latin']",pop
2002,58,Aaliyah,More than a Woman,More than a Woman,"['rnb', 'Aaliyah', 'female vocalists', 'soul', 'pop']","['rnb', 'soul', 'pop']",r&b
2002,59,No Doubt,Hello Good,Hello Good,"['rock', 'pop', 'alternative', 'female vocalists', 'dance']","['rock', 'pop']",rock
2002,60,Faith Evans,I Love You,I Love You,"['Faith Evans', 'rnb', 'love songs', 'female vocalists', 'slow jams']",['rnb'],r&b
2002,61,Daniel Bedingfield,Gotta Get Thru This,Gotta Get Thru This,"['dance', 'pop', 'british', '2step', 'electronic']",['pop'],pop
2002,62,Busta Rhymes,Pass the Courvoisier Part II,Pass the Courvoisier Part II,"['rap', 'Hip-Hop', 'hip hop', 'loved', '00s']","['rap', 'Hip-Hop', 'hip hop']",rap
2002,63,Eminem,Lose Yourself,Lose Yourself,"['rap', 'Hip-Hop', 'Eminem', 'hip hop', 'Soundtrack']","['rap', 'Hip-Hop', 'hip hop']",rap
2002,64,Michael Jackson,Butterflies,Butterflies,"['pop', 'soul', 'michael jackson', 'rnb', 'Mellow']","['pop', 'soul', 'rnb']",pop
2002,66,Shakira,Underneath your Clothes,Underneath your Clothes,"['pop', 'Shakira', 'female vocalists', 'latin', 'Love']","['pop', 'latin']",pop
2002,67,Mary J. Blige,Rainy Dayz,Rainy Dayz,"['r&b', 'hip hop', 'rnb', 'MARY J MY GIRL', 'soul']","['r&b', 'hip hop', 'rnb', 'soul']",r&b
2002,68,Ginuwine,Differences,Differences,"['rnb', 'slow jams', 'Ginuwine', 'soul', 'Differences']","['rnb', 'soul']",r&b
2002,70,OutKast,The Whole World,The Whole World,"['rap', 'Hip-Hop', 'hip hop', 'funk', 'pop']","['rap', 'Hip-Hop', 'hip hop', 'pop']",rap
2002,71,No Doubt,Underneath it All,Underneath it All,"['ska', 'pop', 'reggae', 'alternative', 'female vocalists']","['pop', 'reggae']",pop
2002,72,City High,Caramel,Caramel,"['rnb', 'hip hop', 'female vocalists', 'favorites', 'Hip-Hop']","['rnb', 'hip hop', 'Hip-Hop']",r&b
2002,73,LL Cool J,Luv U Better,Luv U Better,"['rap', 'neptunes', 'Hip-Hop', 'hip hop', 'Love']","['rap', 'Hip-Hop', 'hip hop']",rap
2002,74,Sean Paul,Gimme the Light,Gimme the Light,"['dancehall', 'reggae', 'Sean Paul', 'party', 'dance']",['reggae'],reggae
2002,76,Ja Rule,Livin’ it Up,Livin it Up,"['Hip-Hop', 'rap']","['Hip-Hop', 'rap']",hip hop
2002,77,Ludacris,Roll Out (My Business),Roll Out (My Business),"['Hip-Hop', 'atlanta', 'Timbaland', 'Dirty South', 'brass']",['Hip-Hop'],hip hop
2002,78,Goo Goo Dolls,Here is Gone,Here is Gone,"['rock', 'alternative rock', 'goo goo dolls', 'alternative', 'pop']","['rock', 'pop']",rock
2002,79,Mary J. Blige,No More Drama,No More Drama,"['rnb', 'soul', 'mary j blige', 'female vocalists', 'r and b']","['rnb', 'soul']",r&b
2002,81,Ashanti,Baby,Baby,"['rnb', 'Ashanti', 'female vocalists', 'r&b', 'pop']","['rnb', 'r&b', 'pop']",r&b
2002,82,Kenny Chesney,The Good Stuff,The Good Stuff,"['country', 'Kenny Chesney', 'Love', 'The Good Stuff - Kenny Chesney', 'The Good Stuff']",['country'],country
2002,83,Fat Joe,We Thuggin’,We Thuggin,"['rap', 'fat joe', 'Hip-Hop', 'hip hop', 'Gangsta Rap']","['rap', 'Hip-Hop', 'hip hop']",rap
2002,84,Steve Holy,Good Morning Beautiful,Good Morning Beautiful,"['country', 'love song', 'true love', '2000s', '2001']",['country'],country
2002,85,Aaliyah,Rock the Boat,Rock the Boat,"['rnb', 'Aaliyah', 'soul', 'female vocalists', 'sexy']","['rnb', 'soul']",r&b
2002,86,Alan Jackson,Drive (For Daddy Gene),Drive (For Daddy Gene),"['country', 'Alan Jackson', 'drive', 'classic country', 'favorites']",['country'],country
2002,87,Jewel,Standing Still,Standing Still,"['pop', 'female vocalists', 'folk', 'pop rock', 'singer-songwriter']",['pop'],pop
2002,88,Jaheim,Anything,Anything,"['rnb', 'pop', 'Love', 'love songs', 'wjlb-FM']","['rnb', 'pop']",r&b
2002,90,B2K,Uh Huh,Uh Huh,"['rnb', 'b2k', 'dance', 'rap', '00s']","['rnb', 'rap']",r&b
2002,91,Celine Dion,A New Day has Come,A New Day has Come,"['pop', 'Celine Dion', 'female vocalists', 'love songs', 'Ballad']",['pop'],pop
2002,92,Nelly Furtado,Turn Off the Light,Turn Off the Light,"['pop', 'female vocalists', 'Nelly Furtado', 'dance', 'Canadian']",['pop'],pop
2002,93,George Strait,Living and Living Well,Living and Living Well,"['country', 'LIVING', 'George Strait', 'great song', 'heard on Pandora']",['country'],country
2002,94,Toby Keith,My List,My List,"['country', 'toby keith', 'nice lyrics about living ur life', 'male vocalists', 'american country']",['country'],country
2002,95,Alanis Morissette,Hands Clean,Hands Clean,"['female vocalists', 'rock', 'alternative', 'pop', 'Canadian']","['rock', 'pop']",rock
2002,96,Avril Lavigne,Sk8er Boi,Sk8er Boi,"['rock', 'pop', 'pop rock', 'avril lavigne', 'female vocalists']","['rock', 'pop']",rock
2002,97,Dixie Chicks,Long Time Gone,Long Time Gone,"['country', 'bluegrass', 'female vocalists', 'dixie chicks', 'folk']",['country'],country
2002,98,Alan Jackson,Where Were You (When the World Stopped Turning),Where Were You (When the World Stopped Turning),"['country', 'Alan Jackson', 'classic country', 'where were you', '911']",['country'],country
2002,99,Justin Timberlake,Like I Love You,Like I Love You,"['pop', 'dance', 'rnb', 'Justin Timberlake', 'sexy']","['pop', 'rnb']",pop
2002,100,Toya,I Do!!,I Do!!,"['rnb', 'Energetic', 'pop', 'RB', '00s']","['rnb', 'pop']",r&b
2003,1,50 Cent,In Da Club,In Da Club,"['rap', 'Hip-Hop', 'hip hop', '50 Cent', 'Gangsta Rap']","['rap', 'Hip-Hop', 'hip hop']",rap
2003,2,R. Kelly,Ignition,Ignition,"['rnb', 'slow jams', 'r kelly', 'Love', 'ignition']",['rnb'],r&b
2003,3,Sean Paul,Get Busy,Get Busy,"['dancehall', 'reggae', 'dance', 'Hip-Hop', 'Sean Paul']","['reggae', 'Hip-Hop']",reggae
2003,4,Beyonce,Crazy in Love,Crazy in Love,"['pop', 'rnb', 'beyonce', 'female vocalists', 'Hip-Hop']","['pop', 'rnb', 'Hip-Hop']",pop
2003,5,3 Doors Down,When I’m Gone,When Im Gone,"['rock', 'alternative rock', '3 Doors Down', 'alternative', 'hard rock']",['rock'],rock
2003,6,matchbox twenty,Unwell,Unwell,"['rock', 'alternative', 'alternative rock', 'pop rock', 'pop']","['rock', 'pop']",rock
2003,7,Chingy,Right Thurr,Right Thurr,"['Hip-Hop', 'rap', 'chingy', 'hip hop', 'Right Thurr']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2003,8,Aaliyah,Miss You,Miss You,"['rnb', 'Aaliyah', 'soul', 'female vocalists', 'pop']","['rnb', 'soul', 'pop']",r&b
2003,9,Kid Rock,Picture,Picture,"['rock', 'Southern Rock', 'duet', 'country', 'hard rock']","['rock', 'country']",rock
2003,10,Evanescence,Bring me to Life,Bring me to Life,"['rock', 'Gothic Rock', 'Evanescence', 'Gothic', 'female vocalists']",['rock'],rock
2003,11,Lil Jon and The East Side Boyz,Get Low,Get Low,"['rap', 'Hip-Hop', 'Crunk', 'hip hop', 'Soundtrack']","['rap', 'Hip-Hop', 'hip hop']",rap
2003,12,Beyonce,Baby Boy,Baby Boy,"['beyonce', 'rnb', 'female vocalists', 'dance', 'Sean Paul']",['rnb'],r&b
2003,13,"Nelly, P. Diddy",Shake ya Tailfeather,Shake ya Tailfeather,"['Hip-Hop', 'rap', '00s', 'dance', 'cool']","['Hip-Hop', 'rap']",hip hop
2003,14,50 Cent,21 Questions,21 Questions,"['Hip-Hop', 'rap', '50 Cent', 'hip hop', 'Gangsta Rap']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2003,15,Jennifer Lopez,All I Have,All I Have,"['pop', 'rnb', 'jennifer lopez', 'duet', 'r&b']","['pop', 'rnb', 'r&b']",pop
2003,16,Christina Aguilera,Beautiful,Beautiful,"['pop', 'female vocalists', 'Christina Aguilera', 'beautiful', 'Ballad']",['pop'],pop
2003,17,Busta Rhymes and Mariah Carey,I Know what you Want,I Know what you Want,"['rnb', 'pop', 'soul', 'female vocalists', 'r&b']","['rnb', 'pop', 'soul', 'r&b']",r&b
2003,18,Avril Lavigne,I’m with You,Im with You,"['pop', 'rock', 'avril lavigne', 'female vocalists', 'pop rock']","['pop', 'rock']",pop
2003,19,Uncle Kracker,Drift Away,Drift Away,"['rock', 'pop', 'cover', 'soft rock', 'classic rock']","['rock', 'pop']",rock
2003,21,50 Cent,P.I.M.P.,P.I.M.P.,"['rap', '50 Cent', 'Hip-Hop', 'Gangsta Rap', 'hip hop']","['rap', 'Hip-Hop', 'hip hop']",rap
2003,22,B2K,"Bump, Bump, Bump","Bump, Bump, Bump","['Hip-Hop', 'r&b', '00s', 'number one hit', 'rnb']","['Hip-Hop', 'r&b', 'rnb']",hip hop
2003,23,Fabolous,Into You,Into You,"['hip hop', 'rap', 'rnb', 'Hip-Hop', 'pop']","['hip hop', 'rap', 'rnb', 'Hip-Hop', 'pop']",hip hop
2003,24,Fabolous,Can’t let you Go,Cant let you Go,"['hip hop', 'rap', 'test', '2003', '90s']","['hip hop', 'rap']",hip hop
2003,25,Ja Rule,Mesmerize,Mesmerize,"['Hip-Hop', 'rap', 'rnb', 'hip hop', '2003']","['Hip-Hop', 'rap', 'rnb', 'hip hop']",hip hop
2003,26,Black Eyed Peas,Where is the Love?,Where is the Love?,"['Hip-Hop', 'black eyed peas', 'pop', 'rnb', 'hip hop']","['Hip-Hop', 'pop', 'rnb', 'hip hop']",hip hop
2003,27,Santana,The Game of Love,The Game of Love,"['rock', 'pop', 'latin', 'Latin Rock', 'guitar']","['rock', 'pop', 'latin']",rock
2003,28,Eminem,Lose Yourself,Lose Yourself,"['rap', 'Hip-Hop', 'Eminem', 'hip hop', 'Soundtrack']","['rap', 'Hip-Hop', 'hip hop']",rap
2003,29,Ashanti,Rock wit U (Awww Baby),Rock wit U (Awww Baby),"['rnb', 'Ashanti', 'pop', 'female vocalists', 'soul']","['rnb', 'pop', 'soul']",r&b
2003,30,Justin Timberlake,Cry me a River,Cry me a River,"['pop', 'rnb', 'Justin Timberlake', 'dance', 'male vocalists']","['pop', 'rnb']",pop
2003,31,Tyrese,How you Gonna Act Like That,How you Gonna Act Like That,"['rnb', 'slow jams', 'how you gonna act like that', 'tyrese', 'soul']","['rnb', 'soul']",r&b
2003,32,Justin Timberlake,Rock your Body,Rock your Body,"['pop', 'dance', 'rnb', 'Justin Timberlake', 'Hip-Hop']","['pop', 'rnb', 'Hip-Hop']",pop
2003,33,Wayne Wonder,No Letting Go,No Letting Go,"['reggae', 'dancehall', 'rnb', 'wayne wonder', 'Love']","['reggae', 'rnb']",reggae
2003,35,Dixie Chicks,Landslide,Landslide,"['country', 'female vocalists', 'cover', 'bluegrass', 'dixie chicks']",['country'],country
2003,38,Nivea,Don’t Mess with my Man,Dont Mess with my Man,"['female vocalists', 'rnb', '2000s', 'KDWB']",['rnb'],r&b
2003,39,Monica,So Gone,So Gone,"['rnb', 'Monica', 'female vocalists', 'soul', 'so gone']","['rnb', 'soul']",r&b
2003,40,Nelly,Air Force Ones,Air Force Ones,"['rap', 'Hip-Hop', 'Nelly', 'hip hop', 'Dirty South']","['rap', 'Hip-Hop', 'hip hop']",rap
2003,42,Snoop Dogg,Beautiful,Beautiful,"['hip hop', 'Hip-Hop', 'rap', 'Snoop Dogg', 'summer']","['hip hop', 'Hip-Hop', 'rap']",hip hop
2003,44,Kelly Clarkson,Miss Independent,Miss Independent,"['pop', 'Kelly Clarkson', 'female vocalists', 'pop rock', 'rock']","['pop', 'rock']",pop
2003,45,Train,Calling All Angels,Calling All Angels,"['rock', 'alternative rock', 'pop', 'train', 'alternative']","['rock', 'pop']",rock
2003,46,YoungBloodZ,Damn!,Damn!,"['Hip-Hop', 'Crunk', '00s', 'ATL', 'rap']","['Hip-Hop', 'rap']",hip hop
2003,47,Clay Aiken,This is the Night,This is the Night,"['pop', 'American Idol', 'Clay Aiken', 'heard on Pandora', 'Ballad']",['pop'],pop
2003,48,John Mayer,Your Body is a Wonderland,Your Body is a Wonderland,"['acoustic', 'john mayer', 'pop', 'singer-songwriter', 'rock']","['pop', 'rock']",pop
2003,49,Trapt,Headstrong,Headstrong,"['rock', 'alternative rock', 'hard rock', 'alternative', 'alternative metal']",['rock'],rock
2003,50,Ginuwine,In those Jeans,In those Jeans,"['rnb', 'Ginuwine', 'slow jams', 'Ginuwine In those jeans', 'In Those Jeans']",['rnb'],r&b
2003,51,Ludacris,Stand Up,Stand Up,"['rap', 'Hip-Hop', 'Dirty South', 'Ludacris', 'hip hop']","['rap', 'Hip-Hop', 'hip hop']",rap
2003,54,Jay-Z,Excuse Me Miss,Excuse Me Miss,"['Hip-Hop', 'rap', 'jay-z', 'neptunes', 'hip hop']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2003,55,Jennifer Lopez,Jenny from the Block,Jenny from the Block,"['pop', 'rnb', 'Hip-Hop', 'dance', 'jennifer lopez']","['pop', 'rnb', 'Hip-Hop']",pop
2003,56,Michelle Branch,Are you Happy Now?,Are you Happy Now?,"['pop', 'female vocalists', 'rock', 'pop rock', 'michelle branch']","['pop', 'rock']",pop
2003,57,Shania Twain,Forever and for Always,Forever and for Always,"['country', 'pop', 'Shania Twain', 'female vocalists', 'Love']","['country', 'pop']",country
2003,58,Nas,I Can,I Can,"['Hip-Hop', 'rap', 'hip hop', 'Nas', 'East Coast']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2003,59,No Doubt,Underneath it All,Underneath it All,"['ska', 'pop', 'reggae', 'alternative', 'female vocalists']","['pop', 'reggae']",pop
2003,60,Daniel Bedingfield,If you’re not the One,If youre not the One,"['pop', 'love songs', 'Daniel Bedingfield', 'Love', 'male vocalists']",['pop'],pop
2003,61,R. Kelly,Thoia Thoing,Thoia Thoing,"['rnb', 'r kelly', 'Hip-Hop', 'hip hop-rap-funky-rnb-soul', 'dance']","['rnb', 'Hip-Hop']",r&b
2003,62,3 Doors Down,Here without You,Here without You,"['rock', 'alternative rock', '3 Doors Down', 'alternative', 'Love']",['rock'],rock
2003,63,50 Cent,Wanksta,Wanksta,"['rap', 'Hip-Hop', '50 Cent', 'Gangsta Rap', 'hip hop']","['rap', 'Hip-Hop', 'hip hop']",rap
2003,65,Alan Jackson,It’s Five O’Clock Somewhere,Its Five OClock Somewhere,['country'],['country'],country
2003,66,Sean Paul,Like Glue,Like Glue,"['dancehall', 'reggae', 'Hip-Hop', 'Sean Paul', 'hip hop']","['reggae', 'Hip-Hop', 'hip hop']",reggae
2003,67,Christina Aguilera,Can’t Hold us Down,Cant Hold us Down,"['pop', 'rnb', 'female vocalists', 'Christina Aguilera', 'dance']","['pop', 'rnb']",pop
2003,68,Lonestar,My Front Porch Looking In,My Front Porch Looking In,"['country', 'My Front Porch Looking In', 'contemporary country', 'Lonestar - love this song', 'My Country']",['country'],country
2003,70,Puddle Of Mudd,She Hates Me,She Hates Me,"['rock', 'alternative rock', 'Grunge', 'alternative', 'post-grunge']",['rock'],rock
2003,73,Jewel,Intuition,Intuition,"['pop', 'female vocalists', 'dance', '00s', 'singer-songwriter']",['pop'],pop
2003,74,Ginuwine,Hell Yeah,Hell Yeah,"['Ginuwine', 'rnb', 'r kelly', 'dance', '2003']",['rnb'],r&b
2003,76,Chingy,Holidae In,Holidae In,"['hip hop', 'rap', 'Hip-Hop', '00s', 'rnb']","['hip hop', 'rap', 'Hip-Hop', 'rnb']",hip hop
2003,77,Baby Bash,Suga Suga,Suga Suga,"['rnb', 'Hip-Hop', 'Baby Bash', 'suga suga', 'hip hop']","['rnb', 'Hip-Hop', 'hip hop']",r&b
2003,78,Erykah Badu,Love of my Life (An Ode to Hip Hop),Love of my Life (An Ode to Hip Hop),"['Hip-Hop', 'soul', 'Neo-Soul', 'Erykah Badu', 'female vocalists']","['Hip-Hop', 'soul']",hip hop
2003,79,Christina Aguilera,Fighter,Fighter,"['pop', 'female vocalists', 'Christina Aguilera', 'rock', 'rnb']","['pop', 'rock', 'rnb']",pop
2003,80,2Pac,Thugz Mansion,Thugz Mansion,"['rap', '2pac', 'Hip-Hop', 'hip hop', 'west coast']","['rap', 'Hip-Hop', 'hip hop']",rap
2003,81,Coldplay,Clocks,Clocks,"['rock', 'Coldplay', 'alternative', 'britpop', 'alternative rock']",['rock'],rock
2003,82,Jaheim,Put that Woman First,Put that Woman First,"['Jaheim', 'rnb', 'soul', 'put that woman first', 'slow jams']","['rnb', 'soul']",r&b
2003,83,Ashanti,Rain on Me,Rain on Me,"['rnb', 'Ashanti', 'female vocalists', 'soul', 'rain on me']","['rnb', 'soul']",r&b
2003,87,Dierks Bentley,What was I Thinkin’,What was I Thinkin,"['country', 'Shower Mix']",['country'],country
2003,88,Ruben Studdard,Flying without Wings,Flying without Wings,"['soul', 'rnb', 'songs that I never be tired of', 'rhythm and blues', 'ruben studdard']","['soul', 'rnb']",soul
2003,89,Eminem,Sing for the Moment,Sing for the Moment,"['rap', 'Eminem', 'Hip-Hop', 'hip hop', 'sing for the moment']","['rap', 'Hip-Hop', 'hip hop']",rap
2003,90,Darryl Worley,Have you Forgotten?,Have you Forgotten?,"['country', 'Patriotic', 'American Patriotic', 'Darryl Worley', 'america']",['country'],country
2003,91,Kenny Chesney,"No Shoes, No Shirt, No Problems","No Shoes, No Shirt, No Problems","['country', 'Beach', 'Kenny Chesney', 'beach music', 'calm']",['country'],country
2003,92,Aaliyah,Come Over,Come Over,"['rnb', 'Aaliyah', 'sexy', 'female vocalists', 'soul']","['rnb', 'soul']",r&b
2003,93,Field Mob,Sick of Being Lonely,Sick of Being Lonely,"['Hip-Hop', 'Dirty South', 'rnb', 'rap', 'Good Stuff']","['Hip-Hop', 'rnb', 'rap']",hip hop
2003,94,R. Kelly,Step in the Name of Love,Step in the Name of Love,"['rnb', 'dance', 'soul', 'slow jams', 'r kelly']","['rnb', 'soul']",r&b
2003,95,Thalia,I Want You,I Want You,"['pop', 'rnb', 'latino', 'thalia', 'fun']","['pop', 'rnb']",pop
2003,96,Audioslave,Like a Stone,Like a Stone,"['rock', 'alternative rock', 'Audioslave', 'alternative', 'Grunge']",['rock'],rock
2003,97,Norah Jones,Don’t know Why,Dont know Why,"['jazz', 'female vocalists', 'blues', 'lovely', 'mistagged track']",['jazz'],jazz
2003,98,Eminem,Superman,Superman,"['rap', 'Eminem', 'Hip-Hop', 'hip hop', 'Superman']","['rap', 'Hip-Hop', 'hip hop']",rap
2003,99,Tim McGraw,Real Good Man,Real Good Man,"['country', 'Tim McGraw', 'male', 'favorites', 'Awesome']",['country'],country
